"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","TUR","Türkiye","2017","2017",1.8,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","TUR","Türkiye","2018","2018",1.7,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","TUR","Türkiye","2019","2019",1.7,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","TUR","Türkiye","2020","2020",1.8,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","TUR","Türkiye","2021","2021",1.8,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2010","2010",1.4,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2011","2011",1.6,"B","Break"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2012","2012",1.5,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2013","2013",1.6,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2014","2014",1.6,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2015","2015",1.6,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2016","2016",1.6,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2017","2017",1.6,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2018","2018",1.7,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2019","2019",1.5,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2020","2020",1.4,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2021","2021",1.2,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","CHL","Chile","2022","2022",1.2,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2010","2010",0.4,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2011","2011",0.4,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2012","2012",0.5,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2013","2013",0.5,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2014","2014",0.5,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2015","2015",0.5,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2016","2016",0.5,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2017","2017",0.6,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2018","2018",0.6,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2019","2019",0.7,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2020","2020",0.8,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2021","2021",0.7,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","EST","Estonia","2022","2022",0.9,,
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2010","2010",0.3,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2011","2011",0.3,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2012","2012",0.4,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2013","2013",0.4,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2014","2014",0.5,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2015","2015",0.5,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2016","2016",0.6,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2017","2017",0.6,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2018","2018",0.8,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2019","2019",0.8,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2020","2020",0.9,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2021","2021",0.8,"D","Difference in methodology"
"PATCACID","A02A-Antacids","PPPPERMT","/capita, US$ purchasing power parity","SVN","Slovenia","2022","2022",0.9,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2010","2010",19,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2011","2011",16.8,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2012","2012",14.3,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2013","2013",17.6,"B; D","Break; Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2014","2014",15.6,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2015","2015",14,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2016","2016",13.9,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2017","2017",12.4,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2018","2018",11.1,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2019","2019",10.1,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2020","2020",10.1,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUS","Australia","2021","2021",10.6,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2010","2010",15.3,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2011","2011",13.8,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2012","2012",12.9,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2013","2013",12.3,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2014","2014",11.7,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2015","2015",11.1,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2016","2016",7.6,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2017","2017",5.7,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2018","2018",5.2,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2019","2019",5,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2020","2020",4.7,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","AUT","Austria","2021","2021",4.5,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2010","2010",19.5,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2011","2011",19.2,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2012","2012",17.3,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2013","2013",15.9,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2014","2014",16.1,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2015","2015",17.2,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2016","2016",18.4,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2017","2017",17.6,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2018","2018",18,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2019","2019",19.4,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2020","2020",19.4,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2021","2021",18.6,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","BEL","Belgium","2022","2022",18.7,"E","Estimated value"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CAN","Canada","2012","2012",30,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CAN","Canada","2013","2013",27.8,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CAN","Canada","2014","2014",26,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CAN","Canada","2015","2015",25.7,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CAN","Canada","2016","2016",23.8,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CAN","Canada","2017","2017",22.4,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CAN","Canada","2018","2018",19.1,"E; B; D","Estimated value; Break; Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CAN","Canada","2019","2019",18,"E; D","Estimated value; Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CAN","Canada","2020","2020",19,"E; D","Estimated value; Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CAN","Canada","2021","2021",18.9,"E; D","Estimated value; Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CAN","Canada","2022","2022",18.3,"E; D","Estimated value; Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2010","2010",9.2,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2011","2011",9.7,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2012","2012",10.5,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2013","2013",9.3,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2014","2014",8.1,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2015","2015",6.7,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2016","2016",7.2,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2017","2017",6.3,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2018","2018",5.9,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2019","2019",6.2,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2020","2020",5.5,"B","Break"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","CZE","Czechia","2021","2021",5.6,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2010","2010",6.9,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2011","2011",6.1,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2012","2012",6.2,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2013","2013",6.5,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2014","2014",6.7,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2015","2015",7.1,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2016","2016",7.3,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2017","2017",7.2,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2018","2018",6.7,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2019","2019",6.3,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2020","2020",6,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","FIN","Finland","2021","2021",5.7,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2010","2010",13.9,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2011","2011",12.6,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2012","2012",12.7,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2013","2013",12.5,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2014","2014",12.8,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2015","2015",12.5,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2016","2016",12.5,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2017","2017",11.3,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2018","2018",11.3,"B; D","Break; Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2019","2019",11.1,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2020","2020",10.3,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","DEU","Germany","2021","2021",9.7,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2010","2010",40,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2011","2011",33.4,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2012","2012",29.5,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2013","2013",26,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2014","2014",24.3,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2015","2015",23.5,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2016","2016",26.3,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2017","2017",24.7,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2018","2018",24.9,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2019","2019",24.9,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2020","2020",24.8,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2021","2021",26.8,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","GRC","Greece","2022","2022",21.4,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2010","2010",14.8,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2011","2011",14.9,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2012","2012",10.2,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2013","2013",7.3,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2014","2014",6.9,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2015","2015",6.8,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2016","2016",6.6,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2017","2017",6.6,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2018","2018",6.8,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2019","2019",8,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2020","2020",9.8,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2021","2021",9.2,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","HUN","Hungary","2022","2022",9,"D","Difference in methodology"
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2010","2010",20.2,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2011","2011",18.7,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2012","2012",13.2,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2013","2013",14,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2014","2014",12.6,,
"PATCPEPT","A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD)","PPPPERMT","/capita, US$ purchasing power parity","ISL","Iceland","2015","2015",11.9,,
