Country,Pharma_Sales_Variable,Pharma_Sales_Value,Life_Expectancy_Variable,Life_Expectancy_Value,Missingness_Indicator
Türkiye,C-Cardiovascular system,16.8,Males at age 40,37.6,0
Türkiye,C01A-Cardiac glycosides,0.0,Females at age 40,42.4,0
Türkiye,C01A-Cardiac glycosides,0.0,Males at age 40,37.6,0
Türkiye,"C01B-Antiarrhythmics, Class I and III",0.1,Females at age 40,42.4,0
Türkiye,"C01B-Antiarrhythmics, Class I and III",0.1,Males at age 40,37.6,0
Türkiye,C02-Antihypertensives,0.3,Females at age 40,42.4,0
Türkiye,C02-Antihypertensives,0.3,Males at age 40,37.6,0
Türkiye,C03-Diuretics,0.6,Females at age 40,42.4,0
Türkiye,C03-Diuretics,0.6,Males at age 40,37.6,0
Türkiye,C07-Beta blocking agents,2.6,Females at age 40,42.4,0
Türkiye,C07-Beta blocking agents,2.6,Males at age 40,37.6,0
Türkiye,C08-Calcium channel blockers,1.5,Females at age 40,42.4,0
Türkiye,C08-Calcium channel blockers,1.5,Males at age 40,37.6,0
Türkiye,C09-Agents acting on the Renin-Angiotensin system,6.6,Females at age 40,42.4,0
Türkiye,C09-Agents acting on the Renin-Angiotensin system,6.6,Males at age 40,37.6,0
Türkiye,C10-Lipid modifying agents,1.6,Females at age 40,42.4,0
Türkiye,C10-Lipid modifying agents,1.6,Males at age 40,37.6,0
Türkiye,G-Genito urinary system and sex hormones,8.6,Females at age 40,42.4,0
Türkiye,G-Genito urinary system and sex hormones,8.6,Males at age 40,37.6,0
Türkiye,G03-Sex hormones and modulators of the genital system,3.1,Females at age 40,42.4,0
Türkiye,G03-Sex hormones and modulators of the genital system,3.1,Males at age 40,37.6,0
Türkiye,"H-Systemic hormonal preparations, excluding sex hormones and insulins",3.5,Females at age 40,42.4,0
Türkiye,"H-Systemic hormonal preparations, excluding sex hormones and insulins",3.5,Males at age 40,37.6,0
Türkiye,J-Antiinfectives for systemic use,24.0,Females at age 40,42.4,0
Türkiye,J-Antiinfectives for systemic use,24.0,Males at age 40,37.6,0
Türkiye,J01-Antibacterials for systemic use,13.4,Females at age 40,42.4,0
Türkiye,J01-Antibacterials for systemic use,13.4,Males at age 40,37.6,0
Türkiye,M-Musculo-skeletal system,11.2,Females at age 40,42.4,0
Türkiye,M-Musculo-skeletal system,11.2,Males at age 40,37.6,0
Türkiye,M01A-Antiinflammatory and antirheumatic products non-steroids,4.7,Females at age 40,42.4,0
Türkiye,M01A-Antiinflammatory and antirheumatic products non-steroids,4.7,Males at age 40,37.6,0
Türkiye,N-Nervous system,19.9,Females at age 40,42.4,0
Türkiye,N-Nervous system,19.9,Males at age 40,37.6,0
Türkiye,N02-Analgesics,3.8,Females at age 40,42.4,0
Türkiye,N02-Analgesics,3.8,Males at age 40,37.6,0
Türkiye,N05B-Anxiolytics,0.2,Females at age 40,42.4,0
Türkiye,N05B-Anxiolytics,0.2,Males at age 40,37.6,0
Türkiye,N05C-Hypnotics and sedatives,0.1,Females at age 40,42.4,0
Türkiye,N05C-Hypnotics and sedatives,0.1,Males at age 40,37.6,0
Türkiye,N06A-Antidepressants,3.3,Females at age 40,42.4,0
Türkiye,N06A-Antidepressants,3.3,Males at age 40,37.6,0
Türkiye,R-Respiratory system,18.2,Females at age 40,42.4,0
Türkiye,R-Respiratory system,18.2,Males at age 40,37.6,0
Türkiye,R03-Drugs for obstructive airway diseases,9.1,Females at age 40,42.4,0
Türkiye,R03-Drugs for obstructive airway diseases,9.1,Males at age 40,37.6,0
Türkiye,Products not elsewhere classified,43.4,Females at age 40,42.4,0
Türkiye,Products not elsewhere classified,43.4,Males at age 40,37.6,0
Greece,Total pharmaceutical sales,423.6,Females at age 40,44.9,1
Greece,Total pharmaceutical sales,318.5,Males at age 40,40.1,1
Greece,A-Alimentary tract and metabolism,95.4,Females at age 40,44.9,0
Greece,A-Alimentary tract and metabolism,95.4,Males at age 40,40.1,0
Greece,A02A-Antacids,0.8,Females at age 40,44.9,0
Greece,A02A-Antacids,0.8,Males at age 40,40.1,0
Greece,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),24.3,Females at age 40,44.9,0
Greece,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),24.3,Males at age 40,40.1,0
Greece,A10-Drugs used in diabetes,46.0,Females at age 40,44.9,0
Greece,A10-Drugs used in diabetes,46.0,Males at age 40,40.1,0
Greece,B-Blood and blood forming organs,73.9,Females at age 40,44.9,0
Greece,B-Blood and blood forming organs,73.9,Males at age 40,40.1,0
Greece,C-Cardiovascular system,143.3,Females at age 40,44.9,0
Greece,C-Cardiovascular system,143.3,Males at age 40,40.1,0
Greece,C01A-Cardiac glycosides,0.1,Females at age 40,44.9,0
Greece,C01A-Cardiac glycosides,0.1,Males at age 40,40.1,0
Greece,"C01B-Antiarrhythmics, Class I and III",1.0,Females at age 40,44.9,0
Greece,"C01B-Antiarrhythmics, Class I and III",1.0,Males at age 40,40.1,0
Greece,C02-Antihypertensives,3.8,Females at age 40,44.9,0
Greece,C02-Antihypertensives,3.8,Males at age 40,40.1,0
Greece,C03-Diuretics,5.5,Females at age 40,44.9,0
Greece,C03-Diuretics,5.5,Males at age 40,40.1,0
Greece,C07-Beta blocking agents,8.8,Females at age 40,44.9,0
Greece,C07-Beta blocking agents,8.8,Males at age 40,40.1,0
Greece,C08-Calcium channel blockers,8.4,Females at age 40,44.9,0
Greece,C08-Calcium channel blockers,8.4,Males at age 40,40.1,0
Greece,C09-Agents acting on the Renin-Angiotensin system,54.8,Females at age 40,44.9,0
Greece,C09-Agents acting on the Renin-Angiotensin system,54.8,Males at age 40,40.1,0
Greece,C10-Lipid modifying agents,52.4,Females at age 40,44.9,0
Greece,C10-Lipid modifying agents,52.4,Males at age 40,40.1,0
Greece,G-Genito urinary system and sex hormones,22.9,Females at age 40,44.9,0
Greece,G-Genito urinary system and sex hormones,22.9,Males at age 40,40.1,0
Greece,G03-Sex hormones and modulators of the genital system,6.1,Females at age 40,44.9,0
Greece,G03-Sex hormones and modulators of the genital system,6.1,Males at age 40,40.1,0
Greece,"H-Systemic hormonal preparations, excluding sex hormones and insulins",17.4,Females at age 40,44.9,0
Greece,"H-Systemic hormonal preparations, excluding sex hormones and insulins",17.4,Males at age 40,40.1,0
Greece,J-Antiinfectives for systemic use,82.4,Females at age 40,44.9,0
Greece,J-Antiinfectives for systemic use,82.4,Males at age 40,40.1,0
Greece,J01-Antibacterials for systemic use,35.4,Females at age 40,44.9,0
Greece,J01-Antibacterials for systemic use,35.4,Males at age 40,40.1,0
Greece,M-Musculo-skeletal system,31.7,Females at age 40,44.9,0
Greece,M-Musculo-skeletal system,31.7,Males at age 40,40.1,0
Greece,M01A-Antiinflammatory and antirheumatic products non-steroids,9.9,Females at age 40,44.9,0
Greece,M01A-Antiinflammatory and antirheumatic products non-steroids,9.9,Males at age 40,40.1,0
Greece,N-Nervous system,99.9,Females at age 40,44.9,0
Greece,N-Nervous system,99.9,Males at age 40,40.1,0
Greece,N02-Analgesics,13.5,Females at age 40,44.9,0
Greece,N02-Analgesics,13.5,Males at age 40,40.1,0
Greece,N05B-Anxiolytics,3.0,Females at age 40,44.9,0
Greece,N05B-Anxiolytics,3.0,Males at age 40,40.1,0
Greece,N05C-Hypnotics and sedatives,1.3,Females at age 40,44.9,0
Greece,N05C-Hypnotics and sedatives,1.3,Males at age 40,40.1,0
Greece,N06A-Antidepressants,17.9,Females at age 40,44.9,0
Greece,N06A-Antidepressants,17.9,Males at age 40,40.1,0
Greece,R-Respiratory system,54.9,Females at age 40,44.9,0
Greece,R-Respiratory system,54.9,Males at age 40,40.1,0
Greece,R03-Drugs for obstructive airway diseases,37.1,Females at age 40,44.9,0
Greece,R03-Drugs for obstructive airway diseases,37.1,Males at age 40,40.1,0
Greece,Products not elsewhere classified,17.7,Females at age 40,44.9,1
Greece,Products not elsewhere classified,158.5,Males at age 40,40.1,1
Denmark,Total pharmaceutical sales,517.9,Females at age 40,43.5,0
Denmark,Total pharmaceutical sales,517.9,Males at age 40,39.8,0
Denmark,A-Alimentary tract and metabolism,47.3,Females at age 40,43.5,0
Denmark,A-Alimentary tract and metabolism,47.3,Males at age 40,39.8,0
Denmark,A02A-Antacids,0.8,Females at age 40,43.5,1
Denmark,A02A-Antacids,5.0,Males at age 40,39.8,1
Denmark,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),18.6,Females at age 40,43.5,1
Denmark,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),16.1,Males at age 40,39.8,1
Denmark,A10-Drugs used in diabetes,18.1,Females at age 40,43.5,1
Denmark,A10-Drugs used in diabetes,14.3,Males at age 40,39.8,1
Denmark,B-Blood and blood forming organs,38.5,Females at age 40,43.5,0
Denmark,B-Blood and blood forming organs,38.5,Males at age 40,39.8,0
Denmark,C-Cardiovascular system,27.9,Females at age 40,43.5,0
Denmark,C-Cardiovascular system,27.9,Males at age 40,39.8,0
Denmark,C01A-Cardiac glycosides,0.2,Females at age 40,43.5,1
Denmark,C01A-Cardiac glycosides,0.2,Males at age 40,39.8,1
Denmark,"C01B-Antiarrhythmics, Class I and III",0.7,Females at age 40,43.5,1
Denmark,"C01B-Antiarrhythmics, Class I and III",2.0,Males at age 40,39.8,1
Denmark,C02-Antihypertensives,2.4,Females at age 40,43.5,1
Denmark,C02-Antihypertensives,2.1,Males at age 40,39.8,1
Denmark,C03-Diuretics,2.5,Females at age 40,43.5,1
Denmark,C03-Diuretics,3.5,Males at age 40,39.8,1
Denmark,C07-Beta blocking agents,2.6,Females at age 40,43.5,1
Denmark,C07-Beta blocking agents,8.8,Males at age 40,39.8,1
Denmark,C08-Calcium channel blockers,5.3,Females at age 40,43.5,1
Denmark,C08-Calcium channel blockers,1.5,Males at age 40,39.8,1
Denmark,C09-Agents acting on the Renin-Angiotensin system,11.0,Females at age 40,43.5,1
Denmark,C09-Agents acting on the Renin-Angiotensin system,6.6,Males at age 40,39.8,1
Denmark,C10-Lipid modifying agents,29.1,Females at age 40,43.5,1
Denmark,C10-Lipid modifying agents,9.4,Males at age 40,39.8,1
Denmark,G-Genito urinary system and sex hormones,19.7,Females at age 40,43.5,0
Denmark,G-Genito urinary system and sex hormones,19.7,Males at age 40,39.8,0
Denmark,G03-Sex hormones and modulators of the genital system,12.7,Females at age 40,43.5,1
Denmark,G03-Sex hormones and modulators of the genital system,11.6,Males at age 40,39.8,1
Denmark,"H-Systemic hormonal preparations, excluding sex hormones and insulins",11.3,Females at age 40,43.5,0
Denmark,"H-Systemic hormonal preparations, excluding sex hormones and insulins",11.3,Males at age 40,39.8,0
Denmark,J-Antiinfectives for systemic use,51.0,Females at age 40,43.5,0
Denmark,J-Antiinfectives for systemic use,51.0,Males at age 40,39.8,0
Denmark,J01-Antibacterials for systemic use,2.3,Females at age 40,43.5,1
Denmark,J01-Antibacterials for systemic use,10.8,Males at age 40,39.8,1
Denmark,M-Musculo-skeletal system,12.9,Females at age 40,43.5,0
Denmark,M-Musculo-skeletal system,12.9,Males at age 40,39.8,0
Denmark,M01A-Antiinflammatory and antirheumatic products non-steroids,8.9,Females at age 40,43.5,1
Denmark,M01A-Antiinflammatory and antirheumatic products non-steroids,13.8,Males at age 40,39.8,1
Denmark,N-Nervous system,88.5,Females at age 40,43.5,0
Denmark,N-Nervous system,88.5,Males at age 40,39.8,0
Denmark,N02-Analgesics,3.8,Females at age 40,43.5,1
Denmark,N02-Analgesics,8.3,Males at age 40,39.8,1
Denmark,N05B-Anxiolytics,3.8,Females at age 40,43.5,1
Denmark,N05B-Anxiolytics,1.4,Males at age 40,39.8,1
Denmark,N05C-Hypnotics and sedatives,1.5,Females at age 40,43.5,1
Denmark,N05C-Hypnotics and sedatives,4.0,Males at age 40,39.8,1
Denmark,N06A-Antidepressants,13.6,Females at age 40,43.5,1
Denmark,N06A-Antidepressants,5.3,Males at age 40,39.8,1
Denmark,R-Respiratory system,47.0,Females at age 40,43.5,0
Denmark,R-Respiratory system,47.0,Males at age 40,39.8,0
Denmark,R03-Drugs for obstructive airway diseases,18.6,Females at age 40,43.5,1
Denmark,R03-Drugs for obstructive airway diseases,13.0,Males at age 40,39.8,1
Denmark,Products not elsewhere classified,173.9,Females at age 40,43.5,0
Denmark,Products not elsewhere classified,173.9,Males at age 40,39.8,0
Portugal,Total pharmaceutical sales,398.2,Females at age 40,45.1,0
Portugal,Total pharmaceutical sales,398.2,Males at age 40,39.2,0
Portugal,A-Alimentary tract and metabolism,67.2,Females at age 40,45.1,0
Portugal,A-Alimentary tract and metabolism,67.2,Males at age 40,39.2,0
Portugal,A02A-Antacids,0.8,Females at age 40,45.1,0
Portugal,A02A-Antacids,0.8,Males at age 40,39.2,0
Portugal,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),10.4,Females at age 40,45.1,0
Portugal,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),10.4,Males at age 40,39.2,0
Portugal,A10-Drugs used in diabetes,39.7,Females at age 40,45.1,0
Portugal,A10-Drugs used in diabetes,39.7,Males at age 40,39.2,0
Portugal,B-Blood and blood forming organs,18.4,Females at age 40,45.1,0
Portugal,B-Blood and blood forming organs,18.4,Males at age 40,39.2,0
Portugal,C-Cardiovascular system,94.4,Females at age 40,45.1,0
Portugal,C-Cardiovascular system,94.4,Males at age 40,39.2,0
Portugal,C01A-Cardiac glycosides,0.2,Females at age 40,45.1,0
Portugal,C01A-Cardiac glycosides,0.2,Males at age 40,39.2,0
Portugal,"C01B-Antiarrhythmics, Class I and III",0.6,Females at age 40,45.1,0
Portugal,"C01B-Antiarrhythmics, Class I and III",0.6,Males at age 40,39.2,0
Portugal,C02-Antihypertensives,0.6,Females at age 40,45.1,0
Portugal,C02-Antihypertensives,0.6,Males at age 40,39.2,0
Portugal,C03-Diuretics,3.7,Females at age 40,45.1,0
Portugal,C03-Diuretics,3.7,Males at age 40,39.2,0
Portugal,C07-Beta blocking agents,5.1,Females at age 40,45.1,0
Portugal,C07-Beta blocking agents,5.1,Males at age 40,39.2,0
Portugal,C08-Calcium channel blockers,4.5,Females at age 40,45.1,0
Portugal,C08-Calcium channel blockers,4.5,Males at age 40,39.2,0
Portugal,C09-Agents acting on the Renin-Angiotensin system,41.5,Females at age 40,45.1,0
Portugal,C09-Agents acting on the Renin-Angiotensin system,41.5,Males at age 40,39.2,0
Portugal,C10-Lipid modifying agents,26.2,Females at age 40,45.1,0
Portugal,C10-Lipid modifying agents,26.2,Males at age 40,39.2,0
Portugal,G-Genito urinary system and sex hormones,25.1,Females at age 40,45.1,0
Portugal,G-Genito urinary system and sex hormones,25.1,Males at age 40,39.2,0
Portugal,G03-Sex hormones and modulators of the genital system,10.5,Females at age 40,45.1,0
Portugal,G03-Sex hormones and modulators of the genital system,10.5,Males at age 40,39.2,0
Portugal,"H-Systemic hormonal preparations, excluding sex hormones and insulins",3.6,Females at age 40,45.1,0
Portugal,"H-Systemic hormonal preparations, excluding sex hormones and insulins",3.6,Males at age 40,39.2,0
Portugal,J-Antiinfectives for systemic use,19.8,Females at age 40,45.1,0
Portugal,J-Antiinfectives for systemic use,19.8,Males at age 40,39.2,0
Portugal,J01-Antibacterials for systemic use,10.8,Females at age 40,45.1,0
Portugal,J01-Antibacterials for systemic use,10.8,Males at age 40,39.2,0
Portugal,M-Musculo-skeletal system,28.6,Females at age 40,45.1,0
Portugal,M-Musculo-skeletal system,28.6,Males at age 40,39.2,0
Portugal,M01A-Antiinflammatory and antirheumatic products non-steroids,16.3,Females at age 40,45.1,0
Portugal,M01A-Antiinflammatory and antirheumatic products non-steroids,16.3,Males at age 40,39.2,0
Portugal,N-Nervous system,84.9,Females at age 40,45.1,0
Portugal,N-Nervous system,84.9,Males at age 40,39.2,0
Portugal,N02-Analgesics,20.2,Females at age 40,45.1,0
Portugal,N02-Analgesics,20.2,Males at age 40,39.2,0
Portugal,N05B-Anxiolytics,9.1,Females at age 40,45.1,0
Portugal,N05B-Anxiolytics,9.1,Males at age 40,39.2,0
Portugal,N05C-Hypnotics and sedatives,3.5,Females at age 40,45.1,0
Portugal,N05C-Hypnotics and sedatives,3.5,Males at age 40,39.2,0
Portugal,N06A-Antidepressants,15.8,Females at age 40,45.1,0
Portugal,N06A-Antidepressants,15.8,Males at age 40,39.2,0
Portugal,R-Respiratory system,31.9,Females at age 40,45.1,0
Portugal,R-Respiratory system,31.9,Males at age 40,39.2,0
Portugal,R03-Drugs for obstructive airway diseases,19.4,Females at age 40,45.1,0
Portugal,R03-Drugs for obstructive airway diseases,19.4,Males at age 40,39.2,0
Portugal,Products not elsewhere classified,0.0,Females at age 40,45.1,0
Portugal,Products not elsewhere classified,0.0,Males at age 40,39.2,0
Chile,Total pharmaceutical sales,236.8,Females at age 40,43.8,0
Chile,Total pharmaceutical sales,236.8,Males at age 40,39.0,0
Chile,A-Alimentary tract and metabolism,39.8,Females at age 40,43.8,0
Chile,A-Alimentary tract and metabolism,39.8,Males at age 40,39.0,0
Chile,A02A-Antacids,1.6,Females at age 40,43.8,0
Chile,A02A-Antacids,1.6,Males at age 40,39.0,0
Chile,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),4.1,Females at age 40,43.8,0
Chile,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),4.1,Males at age 40,39.0,0
Chile,A10-Drugs used in diabetes,10.1,Females at age 40,43.8,0
Chile,A10-Drugs used in diabetes,10.1,Males at age 40,39.0,0
Chile,B-Blood and blood forming organs,10.5,Females at age 40,43.8,0
Chile,B-Blood and blood forming organs,10.5,Males at age 40,39.0,0
Chile,C-Cardiovascular system,19.0,Females at age 40,43.8,0
Chile,C-Cardiovascular system,19.0,Males at age 40,39.0,0
Chile,C01A-Cardiac glycosides,0.0,Females at age 40,43.8,0
Chile,C01A-Cardiac glycosides,0.0,Males at age 40,39.0,0
Chile,"C01B-Antiarrhythmics, Class I and III",0.3,Females at age 40,43.8,0
Chile,"C01B-Antiarrhythmics, Class I and III",0.3,Males at age 40,39.0,0
Chile,C02-Antihypertensives,0.5,Females at age 40,43.8,0
Chile,C02-Antihypertensives,0.5,Males at age 40,39.0,0
Chile,C03-Diuretics,0.7,Females at age 40,43.8,0
Chile,C03-Diuretics,0.7,Males at age 40,39.0,0
Chile,C07-Beta blocking agents,2.4,Females at age 40,43.8,0
Chile,C07-Beta blocking agents,2.4,Males at age 40,39.0,0
Chile,C08-Calcium channel blockers,1.0,Females at age 40,43.8,0
Chile,C08-Calcium channel blockers,1.0,Males at age 40,39.0,0
Chile,C09-Agents acting on the Renin-Angiotensin system,6.9,Females at age 40,43.8,0
Chile,C09-Agents acting on the Renin-Angiotensin system,6.9,Males at age 40,39.0,0
Chile,C10-Lipid modifying agents,5.2,Females at age 40,43.8,0
Chile,C10-Lipid modifying agents,5.2,Males at age 40,39.0,0
Chile,G-Genito urinary system and sex hormones,22.3,Females at age 40,43.8,0
Chile,G-Genito urinary system and sex hormones,22.3,Males at age 40,39.0,0
Chile,G03-Sex hormones and modulators of the genital system,15.6,Females at age 40,43.8,0
Chile,G03-Sex hormones and modulators of the genital system,15.6,Males at age 40,39.0,0
Chile,"H-Systemic hormonal preparations, excluding sex hormones and insulins",5.8,Females at age 40,43.8,0
Chile,"H-Systemic hormonal preparations, excluding sex hormones and insulins",5.8,Males at age 40,39.0,0
Chile,J-Antiinfectives for systemic use,27.6,Females at age 40,43.8,0
Chile,J-Antiinfectives for systemic use,27.6,Males at age 40,39.0,0
Chile,J01-Antibacterials for systemic use,11.1,Females at age 40,43.8,0
Chile,J01-Antibacterials for systemic use,11.1,Males at age 40,39.0,0
Chile,M-Musculo-skeletal system,16.5,Females at age 40,43.8,0
Chile,M-Musculo-skeletal system,16.5,Males at age 40,39.0,0
Chile,M01A-Antiinflammatory and antirheumatic products non-steroids,8.9,Females at age 40,43.8,0
Chile,M01A-Antiinflammatory and antirheumatic products non-steroids,8.9,Males at age 40,39.0,0
Chile,N-Nervous system,38.2,Females at age 40,43.8,0
Chile,N-Nervous system,38.2,Males at age 40,39.0,0
Chile,N02-Analgesics,10.2,Females at age 40,43.8,0
Chile,N02-Analgesics,10.2,Males at age 40,39.0,0
Chile,N05B-Anxiolytics,1.8,Females at age 40,43.8,0
Chile,N05B-Anxiolytics,1.8,Males at age 40,39.0,0
Chile,N05C-Hypnotics and sedatives,1.3,Females at age 40,43.8,0
Chile,N05C-Hypnotics and sedatives,1.3,Males at age 40,39.0,0
Chile,N06A-Antidepressants,7.5,Females at age 40,43.8,0
Chile,N06A-Antidepressants,7.5,Males at age 40,39.0,0
Chile,R-Respiratory system,23.5,Females at age 40,43.8,0
Chile,R-Respiratory system,23.5,Males at age 40,39.0,0
Chile,R03-Drugs for obstructive airway diseases,5.8,Females at age 40,43.8,0
Chile,R03-Drugs for obstructive airway diseases,5.8,Males at age 40,39.0,0
Chile,Products not elsewhere classified,33.4,Females at age 40,43.8,0
Chile,Products not elsewhere classified,33.4,Males at age 40,39.0,0
Japan,Total pharmaceutical sales,502.6,Females at age 40,47.6,0
Japan,Total pharmaceutical sales,502.6,Males at age 40,41.6,0
Japan,A-Alimentary tract and metabolism,36.9,Females at age 40,47.6,0
Japan,A-Alimentary tract and metabolism,36.9,Males at age 40,41.6,0
Japan,A02A-Antacids,0.0,Females at age 40,47.6,1
Japan,A02A-Antacids,1.2,Males at age 40,41.6,1
Japan,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),1.1,Females at age 40,47.6,1
Japan,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),13.7,Males at age 40,41.6,1
Japan,A10-Drugs used in diabetes,17.3,Females at age 40,47.6,1
Japan,A10-Drugs used in diabetes,18.2,Males at age 40,41.6,1
Japan,B-Blood and blood forming organs,34.2,Females at age 40,47.6,0
Japan,B-Blood and blood forming organs,34.2,Males at age 40,41.6,0
Japan,C-Cardiovascular system,88.3,Females at age 40,47.6,0
Japan,C-Cardiovascular system,88.3,Males at age 40,41.6,0
Japan,C01A-Cardiac glycosides,0.5,Females at age 40,47.6,1
Japan,C01A-Cardiac glycosides,0.2,Males at age 40,41.6,1
Japan,"C01B-Antiarrhythmics, Class I and III",0.8,Females at age 40,47.6,1
Japan,"C01B-Antiarrhythmics, Class I and III",0.6,Males at age 40,41.6,1
Japan,C02-Antihypertensives,2.1,Females at age 40,47.6,1
Japan,C02-Antihypertensives,6.3,Males at age 40,41.6,1
Japan,C03-Diuretics,0.3,Females at age 40,47.6,1
Japan,C03-Diuretics,4.6,Males at age 40,41.6,1
Japan,C07-Beta blocking agents,45.7,Females at age 40,47.6,1
Japan,C07-Beta blocking agents,8.0,Males at age 40,41.6,1
Japan,C08-Calcium channel blockers,1.5,Females at age 40,47.6,1
Japan,C08-Calcium channel blockers,5.2,Males at age 40,41.6,1
Japan,C09-Agents acting on the Renin-Angiotensin system,2.3,Females at age 40,47.6,1
Japan,C09-Agents acting on the Renin-Angiotensin system,29.1,Males at age 40,41.6,1
Japan,C10-Lipid modifying agents,5.2,Females at age 40,47.6,1
Japan,C10-Lipid modifying agents,31.4,Males at age 40,41.6,1
Japan,G-Genito urinary system and sex hormones,11.6,Females at age 40,47.6,0
Japan,G-Genito urinary system and sex hormones,11.6,Males at age 40,41.6,0
Japan,G03-Sex hormones and modulators of the genital system,30.6,Females at age 40,47.6,1
Japan,G03-Sex hormones and modulators of the genital system,11.6,Males at age 40,41.6,1
Japan,"H-Systemic hormonal preparations, excluding sex hormones and insulins",12.1,Females at age 40,47.6,0
Japan,"H-Systemic hormonal preparations, excluding sex hormones and insulins",12.1,Males at age 40,41.6,0
Japan,J-Antiinfectives for systemic use,18.0,Females at age 40,47.6,0
Japan,J-Antiinfectives for systemic use,18.0,Males at age 40,41.6,0
Japan,J01-Antibacterials for systemic use,21.7,Females at age 40,47.6,1
Japan,J01-Antibacterials for systemic use,9.7,Males at age 40,41.6,1
Japan,M-Musculo-skeletal system,16.5,Females at age 40,47.6,1
Japan,M-Musculo-skeletal system,15.8,Males at age 40,41.6,1
Japan,M01A-Antiinflammatory and antirheumatic products non-steroids,8.9,Females at age 40,47.6,1
Japan,M01A-Antiinflammatory and antirheumatic products non-steroids,12.5,Males at age 40,41.6,1
Japan,N-Nervous system,62.6,Females at age 40,47.6,0
Japan,N-Nervous system,62.6,Males at age 40,41.6,0
Japan,N02-Analgesics,4.2,Females at age 40,47.6,1
Japan,N02-Analgesics,7.7,Males at age 40,41.6,1
Japan,N05B-Anxiolytics,5.8,Females at age 40,47.6,1
Japan,N05B-Anxiolytics,2.0,Males at age 40,41.6,1
Japan,N05C-Hypnotics and sedatives,2.4,Females at age 40,47.6,1
Japan,N05C-Hypnotics and sedatives,2.0,Males at age 40,41.6,1
Japan,N06A-Antidepressants,4.4,Females at age 40,47.6,1
Japan,N06A-Antidepressants,6.6,Males at age 40,41.6,1
Japan,R-Respiratory system,7.5,Females at age 40,47.6,0
Japan,R-Respiratory system,7.5,Males at age 40,41.6,0
Japan,R03-Drugs for obstructive airway diseases,105.9,Females at age 40,47.6,1
Japan,R03-Drugs for obstructive airway diseases,28.0,Males at age 40,41.6,1
Japan,Products not elsewhere classified,231.3,Females at age 40,47.6,0
Japan,Products not elsewhere classified,231.3,Males at age 40,41.6,0
Mexico,Total pharmaceutical sales,442.2,Females at age 40,40.2,1
Mexico,Total pharmaceutical sales,360.1,Males at age 40,36.3,1
Mexico,A-Alimentary tract and metabolism,43.0,Females at age 40,40.2,1
Mexico,A-Alimentary tract and metabolism,41.1,Males at age 40,36.3,1
Mexico,A02A-Antacids,0.0,Females at age 40,40.2,1
Mexico,A02A-Antacids,0.0,Males at age 40,36.3,1
Mexico,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),4.8,Females at age 40,40.2,1
Mexico,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),23.1,Males at age 40,36.3,1
Mexico,A10-Drugs used in diabetes,15.6,Females at age 40,40.2,1
Mexico,A10-Drugs used in diabetes,34.7,Males at age 40,36.3,1
Mexico,B-Blood and blood forming organs,2.3,Females at age 40,40.2,0
Mexico,B-Blood and blood forming organs,2.3,Males at age 40,36.3,0
Mexico,C-Cardiovascular system,8.7,Females at age 40,40.2,0
Mexico,C-Cardiovascular system,8.7,Males at age 40,36.3,0
Mexico,C01A-Cardiac glycosides,0.5,Females at age 40,40.2,1
Mexico,C01A-Cardiac glycosides,0.2,Males at age 40,36.3,1
Mexico,"C01B-Antiarrhythmics, Class I and III",0.6,Females at age 40,40.2,1
Mexico,"C01B-Antiarrhythmics, Class I and III",2.0,Males at age 40,36.3,1
Mexico,C02-Antihypertensives,6.3,Females at age 40,40.2,1
Mexico,C02-Antihypertensives,0.6,Males at age 40,36.3,1
Mexico,C03-Diuretics,1.1,Females at age 40,40.2,1
Mexico,C03-Diuretics,4.2,Males at age 40,36.3,1
Mexico,C07-Beta blocking agents,2.7,Females at age 40,40.2,1
Mexico,C07-Beta blocking agents,6.1,Males at age 40,36.3,1
Mexico,C08-Calcium channel blockers,1.3,Females at age 40,40.2,1
Mexico,C08-Calcium channel blockers,3.5,Males at age 40,36.3,1
Mexico,C09-Agents acting on the Renin-Angiotensin system,6.9,Females at age 40,40.2,1
Mexico,C09-Agents acting on the Renin-Angiotensin system,20.7,Males at age 40,36.3,1
Mexico,C10-Lipid modifying agents,52.4,Females at age 40,40.2,1
Mexico,C10-Lipid modifying agents,5.7,Males at age 40,36.3,1
Mexico,G-Genito urinary system and sex hormones,19.7,Females at age 40,40.2,1
Mexico,G-Genito urinary system and sex hormones,7.7,Males at age 40,36.3,1
